,Aj,Bj,Aa,Ba
0,-72.61960760914062,15.80080132848829,-5.344259471339267,3.4205090944980348
1,-72.61960760914062,-15.80080132848829,-5.344259471339267,3.4205090944980348
2,-72.61960760914062,15.80080132848829,-5.344259471339267,-3.4205090944980348
3,-72.61960760914062,-15.80080132848829,-5.344259471339267,-3.4205090944980348
4,-70.08419256737508,60.71445825631589,-29.92606031796225,18.737099809458257
5,-70.08419256737508,-60.71445825631589,-29.92606031796225,18.737099809458257
6,-70.08419256737508,60.71445825631589,-29.92606031796225,-18.737099809458257
7,-70.08419256737508,-60.71445825631589,-29.92606031796225,-18.737099809458257
8,-52.14754724476574,37.24336848436772,-98.46887843493046,35.24018965811013
9,-52.14754724476574,-37.24336848436772,-98.46887843493046,35.24018965811013
10,-52.14754724476574,37.24336848436772,-98.46887843493046,-35.24018965811013
11,-52.14754724476574,-37.24336848436772,-98.46887843493046,-35.24018965811013
12,-91.82251641968568,6.110429411400525,-89.05644005664784,48.74728243007757
13,-91.82251641968568,-6.110429411400525,-89.05644005664784,48.74728243007757
14,-91.82251641968568,6.110429411400525,-89.05644005664784,-48.74728243007757
15,-91.82251641968568,-6.110429411400525,-89.05644005664784,-48.74728243007757
16,-10.94437252327613,5.398393094141905,-32.59564415204484,25.790347062282958
17,-10.94437252327613,-5.398393094141905,-32.59564415204484,25.790347062282958
18,-10.94437252327613,5.398393094141905,-32.59564415204484,-25.790347062282958
19,-10.94437252327613,-5.398393094141905,-32.59564415204484,-25.790347062282958
20,-113.03756063868246,22.36060566326353,-24.288806995107443,8.41980507298442
21,-113.03756063868246,-22.36060566326353,-24.288806995107443,8.41980507298442
22,-113.03756063868246,22.36060566326353,-24.288806995107443,-8.41980507298442
23,-113.03756063868246,-22.36060566326353,-24.288806995107443,-8.41980507298442
24,-106.87470381524506,7.033581307931587,-111.47281607269753,1.8689054689782258
25,-106.87470381524506,-7.033581307931587,-111.47281607269753,1.8689054689782258
26,-106.87470381524506,7.033581307931587,-111.47281607269753,-1.8689054689782258
27,-106.87470381524506,-7.033581307931587,-111.47281607269753,-1.8689054689782258
28,-54.369772262033706,2.5717797027333344,-7.0340300768181985,1.9833672482424303
29,-54.369772262033706,-2.5717797027333344,-7.0340300768181985,1.9833672482424303
30,-54.369772262033706,2.5717797027333344,-7.0340300768181985,-1.9833672482424303
31,-54.369772262033706,-2.5717797027333344,-7.0340300768181985,-1.9833672482424303
32,-3.840571485664901,1.9989026595939259,-109.67283128853354,15.847772915776435
33,-3.840571485664901,-1.9989026595939259,-109.67283128853354,15.847772915776435
34,-3.840571485664901,1.9989026595939259,-109.67283128853354,-15.847772915776435
35,-3.840571485664901,-1.9989026595939259,-109.67283128853354,-15.847772915776435
36,-124.19895253424941,15.274406623493515,-119.94837187805905,2.8745143038400855
37,-124.19895253424941,-15.274406623493515,-119.94837187805905,2.8745143038400855
38,-124.19895253424941,15.274406623493515,-119.94837187805905,-2.8745143038400855
39,-124.19895253424941,-15.274406623493515,-119.94837187805905,-2.8745143038400855
40,-121.04008110610486,6.126447842448832,-90.66372314119302,46.27355786135156
41,-121.04008110610486,-6.126447842448832,-90.66372314119302,46.27355786135156
42,-121.04008110610486,6.126447842448832,-90.66372314119302,-46.27355786135156
43,-121.04008110610486,-6.126447842448832,-90.66372314119302,-46.27355786135156
44,-109.41360395756348,19.69565031457144,-103.89113904660881,5.212911582715607
45,-109.41360395756348,-19.69565031457144,-103.89113904660881,5.212911582715607
46,-109.41360395756348,19.69565031457144,-103.89113904660881,-5.212911582715607
47,-109.41360395756348,-19.69565031457144,-103.89113904660881,-5.212911582715607
48,-69.33206981901097,59.449752666324486,-55.38817520099842,4.798425409456757
49,-69.33206981901097,-59.449752666324486,-55.38817520099842,4.798425409456757
50,-69.33206981901097,59.449752666324486,-55.38817520099842,-4.798425409456757
51,-69.33206981901097,-59.449752666324486,-55.38817520099842,-4.798425409456757
52,-30.03353465286213,11.666499780492009,-37.86475683151948,5.430609323572281
53,-30.03353465286213,-11.666499780492009,-37.86475683151948,5.430609323572281
54,-30.03353465286213,11.666499780492009,-37.86475683151948,-5.430609323572281
55,-30.03353465286213,-11.666499780492009,-37.86475683151948,-5.430609323572281
56,-24.32810658518739,7.050426645643136,-139.59866559767786,0.3331713838400607
57,-24.32810658518739,-7.050426645643136,-139.59866559767786,0.3331713838400607
58,-24.32810658518739,7.050426645643136,-139.59866559767786,-0.3331713838400607
59,-24.32810658518739,-7.050426645643136,-139.59866559767786,-0.3331713838400607
60,-20.628704377602762,7.555234103267921,-53.17120272418,32.2028154963048
61,-20.628704377602762,-7.555234103267921,-53.17120272418,32.2028154963048
62,-20.628704377602762,7.555234103267921,-53.17120272418,-32.2028154963048
63,-20.628704377602762,-7.555234103267921,-53.17120272418,-32.2028154963048
64,-75.32641488527433,58.570515688160334,-34.48344162690828,33.89694845464478
65,-75.32641488527433,-58.570515688160334,-34.48344162690828,33.89694845464478
66,-75.32641488527433,58.570515688160334,-34.48344162690828,-33.89694845464478
67,-75.32641488527433,-58.570515688160334,-34.48344162690828,-33.89694845464478
68,-90.36027530750427,22.110817651616724,-30.017159038422296,3.4217595388537583
69,-90.36027530750427,-22.110817651616724,-30.017159038422296,3.4217595388537583
70,-90.36027530750427,22.110817651616724,-30.017159038422296,-3.4217595388537583
71,-90.36027530750427,-22.110817651616724,-30.017159038422296,-3.4217595388537583
72,-60.90888443097826,36.286786665863616,-103.06960865196285,3.5762810737148287
73,-60.90888443097826,-36.286786665863616,-103.06960865196285,3.5762810737148287
74,-60.90888443097826,36.286786665863616,-103.06960865196285,-3.5762810737148287
75,-60.90888443097826,-36.286786665863616,-103.06960865196285,-3.5762810737148287
76,-24.58889751260284,6.050136666901831,-55.395055665377264,46.01557746057518
77,-24.58889751260284,-6.050136666901831,-55.395055665377264,46.01557746057518
78,-24.58889751260284,6.050136666901831,-55.395055665377264,-46.01557746057518
79,-24.58889751260284,-6.050136666901831,-55.395055665377264,-46.01557746057518
80,-102.77680806465932,14.853547996874001,-111.99324566176435,13.286797223953101
81,-102.77680806465932,-14.853547996874001,-111.99324566176435,13.286797223953101
82,-102.77680806465932,14.853547996874001,-111.99324566176435,-13.286797223953101
