,Aj,Bj,Aa,Ba
0,-64.55353312473594,-12.965356661278186,-45.22030188388875,-23.70887745516623
1,-92.99546287466413,46.658725272303315,-64.5754786422867,-45.21280959512641
2,-48.8128994549893,27.690676371176203,-29.57216422220768,-25.146384761261544
3,-101.76808914503309,33.893237000390315,-67.52078451302003,-6.498134488721327
4,-79.9645932520301,37.56559579253192,-61.83569646316965,-2.1799274339476185
5,-92.56664063797915,45.45902549446015,-32.74158510476624,4.512323041943617
6,-95.48794330206069,34.31431136140131,-97.68863021983053,3.120097205559503
7,-91.51062456528926,44.98484479618135,-68.32153606269283,-64.35970278840564
8,-49.27466954929868,47.40838484297544,-121.48215484227997,2.7612716065570275
9,-65.83409247534063,57.820303574837425,-58.01632315267571,-36.81068324446744
10,-111.62558787723232,-8.128545524853635,-101.95573943211033,0.36464422419705755
11,-61.48788199719897,-38.35822427010916,-56.61977111593715,-13.102619819302568
12,-86.20209283454358,45.92914698807718,-67.14034968471563,9.865291712052326
13,-103.02036101396415,-27.05758186403861,-76.48304164996327,28.828542077469223
14,-37.045738236376444,33.71324380812913,-72.71064940974672,8.0172320510937
15,-91.25399276913288,38.42351468962546,-57.246121678064036,29.062197690068892
16,-85.88378886927474,-9.090240606036325,-49.127030448033075,-25.72923169478833
17,-63.00923427644718,-51.44763884804253,-65.53514369387089,-26.008857267798554
18,-46.10611728739528,-5.162821578263298,-74.08339823283015,63.67887300703083
19,-61.78122849882071,-33.03763586469343,-98.88614353648052,3.1037691855604947
20,-52.68692356803125,-10.090236302073947,-45.23459312868974,-33.09649960997611
21,-92.59443717785155,-14.22318190023664,-76.28745956815791,8.13053201384885
22,-62.700364355077035,-11.42869014505591,-72.4602262533138,34.10222935215894
23,-47.82233648450676,-0.10294179292390737,-62.652131906093814,-37.01164881876696
24,-76.47203516396809,59.41943551487793,-94.70772274995488,-26.630432406328914
25,-61.1635737370217,42.50218549691164,-43.56222364249825,15.826658010602998
26,-103.83693944435299,28.21741304120377,-53.93264277458247,-14.917036208232354
27,-29.240376900927757,-2.0191478784520136,-98.89662501647855,-4.423512706206992
28,-92.67656806901554,-5.84321810886631,-19.744734727700212,-7.266886880713191
29,-105.2582173986843,13.50432962220598,-53.52020795318546,-48.34806605927682
30,-97.31487415277003,-9.365767046948108,-61.02720422421177,60.328281790188726
31,-89.71152992553239,-17.597659325437647,-71.4159218930173,43.78083729266824
32,-30.51387366962964,-22.069331022562956,-93.21898654343059,20.99276200613717
33,-73.86599144398117,-16.34037966744002,-44.65256457676677,12.99182853022387
34,-89.6398637551219,15.339182692027379,-76.70222058718268,-2.7902947281478063
35,-106.54169620793499,-24.56757418240913,-97.51237951771436,19.951652681132344
36,-85.33270847063052,-40.154483068645966,-75.15256065339224,-58.531580110591044
37,-70.11959449380846,29.00662310709741,-117.07757077625322,10.668856621398682
38,-99.4471471801478,9.023322777035688,-94.74677455567068,30.370388892214464
39,-55.257418107425494,-35.706997088530784,-52.66654497524651,23.653977958753444
40,-59.45052539105563,-57.51197346796534,-91.57105325595536,-7.677998241561568
41,-58.69902330394373,-14.45212213535578,-89.69485111011107,24.91154051326997
42,-49.91967832329399,27.121495264894996,-76.78836701874069,-6.033942590995991
43,-79.63728076774377,-14.553009547777897,-79.76295525306466,-9.139366250632264
44,-78.95168243317266,-51.07470185551381,-69.18517166458588,-51.70151663451678
45,-62.87465094337894,49.464458061380896,-77.27686845347898,44.231248222402925
46,-27.48056975788572,8.991549546670282,-73.05268148357561,-58.252966700365704
47,-68.02338119459105,-59.371353968169956,-38.89367945206235,18.855640658582928
48,-75.36095206812537,61.69351799606572,-61.82918526371495,58.78139439280912
49,-58.452060674223674,36.89762347029975,-56.00670906599464,51.77633118592509
50,-35.859754523388816,-8.545057567924719,-108.69707264794062,-20.455215247524674
51,-49.25747852941672,35.57087117356529,-46.974824996262164,-24.109153702588273
52,-49.32065767866148,-5.276591722583106,-94.51816954864522,-28.35102487519154
53,-42.65887184477369,24.75305178697476,-98.53146407787385,-1.3692311166498428
54,-108.08502905519197,0.24466617822932335,-86.98544285747587,29.05298597075621
55,-63.66661386190475,-53.31382974396532,-119.70279313441947,-14.613249517911221
56,-93.1657370273807,41.830912089901545,-54.48071269533098,38.95180787798722
57,-73.7863001793703,-64.87257542133808,-91.66596854109712,-22.971394237443064
58,-67.19145689215743,34.807570033184305,-28.735692810030613,-5.388522104538094
59,-39.47633139705897,36.57525376847066,-25.03883828924637,10.157316449970246
60,-90.52420904589474,-39.133265921028155,-85.17839967462055,2.255931996691757
61,-51.121257406589315,-33.379998155578164,-45.447934778255316,-4.775546899264086
62,-51.946043024139904,-33.914527395174254,-37.2370593713975,-27.35855689360534
63,-64.7596971830839,-40.60695710930119,-47.51056265903639,-24.122313220470943
64,-41.0088329299538,-13.94381400357845,-75.41204721310417,-5.307563300566429
65,-95.49155023923487,-7.835625156891062,-80.54687432342013,-47.59621230214272
66,-67.3106738859552,60.76287809228208,-100.83376750783079,-0.9507960451414377
67,-95.09932428977089,-40.14505931741033,-79.34567705023665,-42.11495328282905
68,-45.02581025379662,14.983138223040719,-85.10928417942816,12.835491745568604
69,-104.20791077078314,9.705041305877323,-69.08211985776288,-60.82535207231635
70,-67.41745553852047,-5.150653994405694,-64.60254390176121,-31.021375539302603
71,-77.9202438557648,40.88206083353957,-78.12642653503609,1.1083899468176384
72,-120.66921186229871,18.822029030811848,-73.760911468692,-64.16238615244933
73,-43.795215083348275,17.512111140523494,-74.64273653779145,57.02653673302008
74,-97.07045689136446,-2.0808504996290225,-107.7231744452511,9.810542549661598
75,-44.731448366876876,2.976954318241461,-71.8951521486404,14.157811223912375
76,-54.51052038272717,-51.242368708108565,-37.569324311202315,-29.09035663795681
77,-124.30344850091292,-14.171285394401693,-104.24845860707933,-34.3936837901579
78,-88.56188513001395,20.58831785522989,-58.273348163619204,20.629184579463285
79,-38.69754007872475,-29.109662967001853,-57.20426920091713,23.568053999350447
80,-69.89200821635433,-17.94307167841704,-58.42945209080455,55.14392024333194
81,-54.493348671655895,21.457607897862232,-70.59919057348918,-19.199275370378864
82,-77.75508408840437,7.595347964964702,-56.630145720899066,6.0807951557801445
83,-60.47965412464406,-17.10321942941937,-95.58524007342923,-38.926790192498046
84,-90.64405773682041,-3.29825998766443,-69.736521347728,-13.897900418260754
85,-80.12360107468758,33.47827106413061,-66.19966368944483,-53.442616810605415
86,-55.98989654823845,53.908345037461956,-78.44240228507567,-61.22630365480227
87,-73.56037271624253,-19.412170967856653,-70.84690512637444,49.61544515315829
88,-103.66581847892812,-27.166578115778247,-55.56836213899281,35.72492625920022
89,-47.33047911524808,45.199192855026695,-58.595685084604874,-10.328181364347174
90,-39.66114981298631,-9.120160630137832,-52.915344305656276,-17.222917618458958
91,-70.96625436178826,-59.00168499396558,-97.45167763409601,-13.929580592733092
92,-81.02441212445476,-12.592897652511539,-104.08150118033821,-34.87030223794335
93,-50.10084911010259,29.749048793331113,-67.34708925476166,21.838237412204492
94,-52.006219194799684,19.005940525313363,-95.51241669417905,-36.22937291805813
95,-77.79488937778615,17.284654302988727,-58.88462903240425,-35.95409393514545
96,-94.44960726842952,10.29625606731399,-57.73291491038482,32.72936704306292
97,-68.05748162657515,-48.91471643068986,-66.95410014531697,13.879080960309523
98,-94.84011066497219,37.93486106368937,-88.42820325718776,5.174865054464377
99,-34.58,-3.29,-83.32,-51.57
